start_date,duration_in_seconds,consent,proid,t_outgoing_b_3_first_click,t_outgoing_b_3_last_click,t_outgoing_b_3_page_submit,t_outgoing_b_3_click_count,outgoing_b_3,t_outgoing_b_3i_first_click,t_outgoing_b_3i_last_click,t_outgoing_b_3i_page_submit,t_outgoing_b_3i_click_count,outgoing_b_3i,t_helpful_b_3_first_click,t_helpful_b_3_last_click,t_helpful_b_3_page_submit,t_helpful_b_3_click_count,helpful_b_3,t_helpful_b_3i_first_click,t_helpful_b_3i_last_click,t_helpful_b_3i_page_submit,t_helpful_b_3i_click_count,helpful_b_3i,t_reckless_b_3_first_click,t_reckless_b_3_last_click,t_reckless_b_3_page_submit,t_reckless_b_3_click_count,reckless_b_3,t_reckless_b_3i_first_click,t_reckless_b_3i_last_click,t_reckless_b_3i_page_submit,t_reckless_b_3i_click_count,reckless_b_3i,t_moody_b_3_first_click,t_moody_b_3_last_click,t_moody_b_3_page_submit,t_moody_b_3_click_count,moody_b_3,t_moody_b_3i_first_click,t_moody_b_3i_last_click,t_moody_b_3i_page_submit,t_moody_b_3i_click_count,moody_b_3i,t_organized_b_3_first_click,t_organized_b_3_last_click,t_organized_b_3_page_submit,t_organized_b_3_click_count,organized_b_3,t_organized_b_3i_first_click,t_organized_b_3i_last_click,t_organized_b_3i_page_submit,t_organized_b_3i_click_count,organized_b_3i,t_friendly_b_3_first_click,t_friendly_b_3_last_click,t_friendly_b_3_page_submit,t_friendly_b_3_click_count,friendly_b_3,t_friendly_b_3i_first_click,t_friendly_b_3i_last_click,t_friendly_b_3i_page_submit,t_friendly_b_3i_click_count,friendly_b_3i,t_warm_b_3_first_click,t_warm_b_3_last_click,t_warm_b_3_page_submit,t_warm_b_3_click_count,warm_b_3,t_warm_b_3i_first_click,t_warm_b_3i_last_click,t_warm_b_3i_page_submit,t_warm_b_3i_click_count,warm_b_3i,t_worrying_b_3_first_click,t_worrying_b_3_last_click,t_worrying_b_3_page_submit,t_worrying_b_3_click_count,worrying_b_3,t_worrying_b_3i_first_click,t_worrying_b_3i_last_click,t_worrying_b_3i_page_submit,t_worrying_b_3i_click_count,worrying_b_3i,t_responsible_b_3_first_click,t_responsible_b_3_last_click,t_responsible_b_3_page_submit,t_responsible_b_3_click_count,responsible_b_3,t_responsible_b_3i_first_click,t_responsible_b_3i_last_click,t_responsible_b_3i_page_submit,t_responsible_b_3i_click_count,responsible_b_3i,t_lively_b_3_first_click,t_lively_b_3_last_click,t_lively_b_3_page_submit,t_lively_b_3_click_count,lively_b_3,t_lively_b_3i_first_click,t_lively_b_3i_last_click,t_lively_b_3i_page_submit,t_lively_b_3i_click_count,lively_b_3i,t_asleep_b_3_first_click,t_asleep_b_3_last_click,t_asleep_b_3_page_submit,t_asleep_b_3_click_count,asleep_b_3,t_asleep_b_3i_first_click,t_asleep_b_3i_last_click,t_asleep_b_3i_page_submit,t_asleep_b_3i_click_count,asleep_b_3i,t_caring_b_3_first_click,t_caring_b_3_last_click,t_caring_b_3_page_submit,t_caring_b_3_click_count,caring_b_3,t_caring_b_3i_first_click,t_caring_b_3i_last_click,t_caring_b_3i_page_submit,t_caring_b_3i_click_count,caring_b_3i,t_nervous_b_3_first_click,t_nervous_b_3_last_click,t_nervous_b_3_page_submit,t_nervous_b_3_click_count,nervous_b_3,t_nervous_b_3i_first_click,t_nervous_b_3i_last_click,t_nervous_b_3i_page_submit,t_nervous_b_3i_click_count,nervous_b_3i,t_creative_b_3_first_click,t_creative_b_3_last_click,t_creative_b_3_page_submit,t_creative_b_3_click_count,creative_b_3,t_creative_b_3i_first_click,t_creative_b_3i_last_click,t_creative_b_3i_page_submit,t_creative_b_3i_click_count,creative_b_3i,t_hardworking_b_3_first_click,t_hardworking_b_3_last_click,t_hardworking_b_3_page_submit,t_hardworking_b_3_click_count,hardworking_b_3,t_hardworking_b_3i_first_click,t_hardworking_b_3i_last_click,t_hardworking_b_3i_page_submit,t_hardworking_b_3i_click_count,hardworking_b_3i,t_imaginative_b_3_first_click,t_imaginative_b_3_last_click,t_imaginative_b_3_page_submit,t_imaginative_b_3_click_count,imaginative_b_3,t_imaginative_b_3i_first_click,t_imaginative_b_3i_last_click,t_imaginative_b_3i_page_submit,t_imaginative_b_3i_click_count,imaginative_b_3i,t_softhearted_b_3_first_click,t_softhearted_b_3_last_click,t_softhearted_b_3_page_submit,t_softhearted_b_3_click_count,softhearted_b_3,t_softhearted_b_3i_first_click,t_softhearted_b_3i_last_click,t_softhearted_b_3i_page_submit,t_softhearted_b_3i_click_count,softhearted_b_3i,t_calm_b_3_first_click,t_calm_b_3_last_click,t_calm_b_3_page_submit,t_calm_b_3_click_count,calm_b_3,t_calm_b_3i_first_click,t_calm_b_3i_last_click,t_calm_b_3i_page_submit,t_calm_b_3i_click_count,calm_b_3i,t_self_disciplind_b_3_first_click,t_self_disciplind_b_3_last_click,t_self_disciplind_b_3_page_submit,t_self_disciplind_b_3_click_count,self_disciplind_b_3,t_self_disciplind_b_3i_first_click,t_self_disciplind_b_3i_last_click,t_self_disciplind_b_3i_page_submit,t_self_disciplind_b_3i_click_count,self_disciplind_b_3i,t_intelligent_b_3_first_click,t_intelligent_b_3_last_click,t_intelligent_b_3_page_submit,t_intelligent_b_3_click_count,intelligent_b_3,t_intelligent_b_3i_first_click,t_intelligent_b_3i_last_click,t_intelligent_b_3i_page_submit,t_intelligent_b_3i_click_count,intelligent_b_3i,t_curious_b_3_first_click,t_curious_b_3_last_click,t_curious_b_3_page_submit,t_curious_b_3_click_count,curious_b_3,t_curious_b_3i_first_click,t_curious_b_3i_last_click,t_curious_b_3i_page_submit,t_curious_b_3i_click_count,curious_b_3i,t_active_b_3_first_click,t_active_b_3_last_click,t_active_b_3_page_submit,t_active_b_3_click_count,active_b_3,t_active_b_3i_first_click,t_active_b_3i_last_click,t_active_b_3i_page_submit,t_active_b_3i_click_count,active_b_3i,t_human_b_3_first_click,t_human_b_3_last_click,t_human_b_3_page_submit,t_human_b_3_click_count,human_b_3,t_human_b_3i_first_click,t_human_b_3i_last_click,t_human_b_3i_page_submit,t_human_b_3i_click_count,human_b_3i,t_careless_b_3_first_click,t_careless_b_3_last_click,t_careless_b_3_page_submit,t_careless_b_3_click_count,careless_b_3,t_careless_b_3i_first_click,t_careless_b_3i_last_click,t_careless_b_3i_page_submit,t_careless_b_3i_click_count,careless_b_3i,t_broad_minded_b_3_first_click,t_broad_minded_b_3_last_click,t_broad_minded_b_3_page_submit,t_broad_minded_b_3_click_count,broad_minded_b_3,t_broad_minded_b_3i_first_click,t_broad_minded_b_3i_last_click,t_broad_minded_b_3i_page_submit,t_broad_minded_b_3i_click_count,broad_minded_b_3i,t_impulsive_b_3_first_click,t_impulsive_b_3_last_click,t_impulsive_b_3_page_submit,t_impulsive_b_3_click_count,impulsive_b_3,t_impulsive_b_3i_first_click,t_impulsive_b_3i_last_click,t_impulsive_b_3i_page_submit,t_impulsive_b_3i_click_count,impulsive_b_3i,t_sympathetic_b_3_first_click,t_sympathetic_b_3_last_click,t_sympathetic_b_3_page_submit,t_sympathetic_b_3_click_count,sympathetic_b_3,t_sympathetic_b_3i_first_click,t_sympathetic_b_3i_last_click,t_sympathetic_b_3i_page_submit,t_sympathetic_b_3i_click_count,sympathetic_b_3i,t_cautious_b_3_first_click,t_cautious_b_3_last_click,t_cautious_b_3_page_submit,t_cautious_b_3_click_count,cautious_b_3,t_cautious_b_3i_first_click,t_cautious_b_3i_last_click,t_cautious_b_3i_page_submit,t_cautious_b_3i_click_count,cautious_b_3i,t_talkative_b_3_first_click,t_talkative_b_3_last_click,t_talkative_b_3_page_submit,t_talkative_b_3_click_count,talkative_b_3,t_talkative_b_3i_first_click,t_talkative_b_3i_last_click,t_talkative_b_3i_page_submit,t_talkative_b_3i_click_count,talkative_b_3i,t_sophisticated_b_3_first_click,t_sophisticated_b_3_last_click,t_sophisticated_b_3_page_submit,t_sophisticated_b_3_click_count,sophisticated_b_3,t_sophisticated_b_3i_first_click,t_sophisticated_b_3i_last_click,t_sophisticated_b_3i_page_submit,t_sophisticated_b_3i_click_count,sophisticated_b_3i,t_adventurous_b_3_first_click,t_adventurous_b_3_last_click,t_adventurous_b_3_page_submit,t_adventurous_b_3_click_count,adventurous_b_3,t_adventurous_b_3i_first_click,t_adventurous_b_3i_last_click,t_adventurous_b_3i_page_submit,t_adventurous_b_3i_click_count,adventurous_b_3i,t_thorough_b_3_first_click,t_thorough_b_3_last_click,t_thorough_b_3_page_submit,t_thorough_b_3_click_count,thorough_b_3,t_thorough_b_3i_first_click,t_thorough_b_3i_last_click,t_thorough_b_3i_page_submit,t_thorough_b_3i_click_count,thorough_b_3i,t_thrifty_b_3_first_click,t_thrifty_b_3_last_click,t_thrifty_b_3_page_submit,t_thrifty_b_3_click_count,thrifty_b_3,t_thrifty_b_3i_first_click,t_thrifty_b_3i_last_click,t_thrifty_b_3i_page_submit,t_thrifty_b_3i_click_count,thrifty_b_3i,t_quiet_b_3_first_click,t_quiet_b_3_last_click,t_quiet_b_3_page_submit,t_quiet_b_3_click_count,quiet_b_3,t_quiet_b_3i_first_click,t_quiet_b_3i_last_click,t_quiet_b_3i_page_submit,t_quiet_b_3i_click_count,quiet_b_3i,t_unsympathetic_b_3_first_click,t_unsympathetic_b_3_last_click,t_unsympathetic_b_3_page_submit,t_unsympathetic_b_3_click_count,unsympathetic_b_3,t_unsympathetic_b_3i_first_click,t_unsympathetic_b_3i_last_click,t_unsympathetic_b_3i_page_submit,t_unsympathetic_b_3i_click_count,unsympathetic_b_3i,t_relaxed_b_3_first_click,t_relaxed_b_3_last_click,t_relaxed_b_3_page_submit,t_relaxed_b_3_click_count,relaxed_b_3,t_relaxed_b_3i_first_click,t_relaxed_b_3i_last_click,t_relaxed_b_3i_page_submit,t_relaxed_b_3i_click_count,relaxed_b_3i,t_uncreative_b_3_first_click,t_uncreative_b_3_last_click,t_uncreative_b_3_page_submit,t_uncreative_b_3_click_count,uncreative_b_3,t_uncreative_b_3i_first_click,t_uncreative_b_3i_last_click,t_uncreative_b_3i_page_submit,t_uncreative_b_3i_click_count,uncreative_b_3i,t_shy_b_3_first_click,t_shy_b_3_last_click,t_shy_b_3_page_submit,t_shy_b_3_click_count,shy_b_3,t_shy_b_3i_first_click,t_shy_b_3i_last_click,t_shy_b_3i_page_submit,t_shy_b_3i_click_count,shy_b_3i,t_cold_b_3_first_click,t_cold_b_3_last_click,t_cold_b_3_page_submit,t_cold_b_3_click_count,cold_b_3,t_cold_b_3i_first_click,t_cold_b_3i_last_click,t_cold_b_3i_page_submit,t_cold_b_3i_click_count,cold_b_3i,t_unintellectual_b_3_first_click,t_unintellectual_b_3_last_click,t_unintellectual_b_3_page_submit,t_unintellectual_b_3_click_count,unintellectual_b_3,t_unintellectual_b_3i_first_click,t_unintellectual_b_3i_last_click,t_unintellectual_b_3i_page_submit,t_unintellectual_b_3i_click_count,unintellectual_b_3i,very_delayed_recall,fl_242_do_outgoing2,fl_242_do_outgoing2i,fl_42_do_helpful2,fl_42_do_helpful2i,fl_43_do_reckless2,fl_43_do_reckless2i,fl_44_do_moody2,fl_44_do_moody2i,fl_45_do_organized2,fl_45_do_organized2i,fl_46_do_friendly2,fl_46_do_friendly2i,fl_55_do_warm2,fl_55_do_warm2i,fl_60_do_worrying2,fl_60_do_worrying2i,fl_73_do_responsible2,fl_73_do_responsible2i,fl_74_do_lively2,fl_74_do_lively2i,fl_75_do_asleep2,fl_75_do_asleep2i,fl_84_do_caring2,fl_84_do_caring2i,fl_85_do_nervous2,fl_85_do_nervous2i,fl_98_do_creative2,fl_98_do_creative2i,fl_99_do_hardworking2,fl_99_do_hardworking2i,fl_100_do_imaginative2,fl_100_do_imaginative2i,fl_113_do_softhearted2,fl_113_do_softhearted2i,fl_114_do_calm2,fl_114_do_calm2i,fl_115_do_self_disciplined2,fl_115_do_self_disciplined2i,fl_128_do_intelligent2,fl_128_do_intelligent2i,fl_129_do_curious2,fl_129_do_curious2i,fl_130_do_active2,fl_130_do_active2i,fl_158_do_human2,fl_158_do_human2i,fl_159_do_careless2,fl_159_do_careless2i,fl_160_do_broad_minded2,fl_160_do_broad_minded2i,fl_177_do_impulsive2,fl_177_do_impulsive2i,fl_178_do_sympathetic2,fl_178_do_sympathetic2i,fl_179_do_cautious2,fl_179_do_cautious2i,fl_180_do_talkative2,fl_180_do_talkative2i,fl_193_do_sophisticated2,fl_193_do_sophisticated2i,fl_194_do_adventurous2,fl_194_do_adventurous2i,fl_195_do_thorough2,fl_195_do_thorough2i,fl_200_do_thrifty2,fl_200_do_thrifty2i,fl_260_do_quiet2,fl_260_do_quiet2i,fl_261_do_unsympathetic2,fl_261_do_unsympathetic2i,fl_262_do_relaxed2,fl_262_do_relaxed2i,fl_263_do_uncreative2,fl_263_do_uncreative2i,fl_259_do_shy2,fl_259_do_shy2i,fl_258_do_cold2,fl_258_do_cold2i,fl_257_do_unintellectual2,fl_257_do_unintellectual2i
2023-03-21T18:48:19Z,287,I agree,WUgT9S67SByMIVTRI29z6PEP,2.837,2.837,2.842,1,Very inaccurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.555,5.555,5.56,1,Very accurate,NA,NA,NA,NA,NA,1.536,1.536,1.541,1,Very inaccurate,NA,NA,NA,NA,NA,15.279,15.279,15.284,1,Very inaccurate,9.77,9.77,9.775,1,Very accurate,NA,NA,NA,NA,NA,1.526,1.526,1.531,1,Moderately accurate,NA,NA,NA,NA,NA,1.181,1.181,1.185,1,Moderately accurate,NA,NA,NA,NA,NA,11.631,11.631,11.636,1,Very inaccurate,NA,NA,NA,NA,NA,5.913,5.913,5.918,1,Moderately accurate,NA,NA,NA,NA,NA,4.342,4.342,4.347,1,Slightly accurate,NA,NA,NA,NA,NA,1.481,1.481,1.486,1,Very inaccurate,NA,NA,NA,NA,NA,3.726,3.726,3.731,1,Moderately accurate,NA,NA,NA,NA,NA,3.683,3.683,3.688,1,Moderately inaccurate,NA,NA,NA,NA,NA,1.501,1.501,1.61,1,Very accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87,2.87,2.875,1,Moderately accurate,NA,NA,NA,NA,NA,1.276,1.276,1.282,1,Very accurate,3.008,3.008,3.012,1,Moderately accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,1.46,1.464,1,Very accurate,NA,NA,NA,NA,NA,2.366,2.366,2.371,1,Very accurate,1.403,1.403,1.408,1,Very accurate,NA,NA,NA,NA,NA,1.474,1.474,1.478,1,Very accurate,NA,NA,NA,NA,NA,4.295,4.295,4.3,1,Moderately accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.966,2.966,2.971,1,Very accurate,1.949,1.949,1.954,1,Very inaccurate,NA,NA,NA,NA,NA,2.157,2.157,2.162,1,Very accurate,NA,NA,NA,NA,NA,4.439,4.439,4.444,1,Moderately inaccurate,NA,NA,NA,NA,NA,3.22,3.22,3.225,1,Moderately accurate,NA,NA,NA,NA,NA,3.147,3.147,3.152,1,Very accurate,NA,NA,NA,NA,NA,1.551,1.551,1.556,1,Very inaccurate,NA,NA,NA,NA,NA,4.926,4.926,4.931,1,Slightly accurate,NA,NA,NA,NA,NA,2.452,2.452,2.458,1,Very accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.501,2.501,2.62,1,Very accurate,NA,NA,NA,NA,NA,3.252,3.252,3.258,1,Very inaccurate,NA,NA,NA,NA,NA,4.575,4.575,4.581,1,Very accurate,NA,NA,NA,NA,NA,2.529,2.529,2.533,1,Moderately inaccurate,3.561,3.561,3.565,1,Moderately accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.924,1.924,1.928,1,Very inaccurate,4.575,4.575,4.579,1,Moderately accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.873,3.873,3.878,1,Very inaccurate,1.73,1.73,1.734,1,Very inaccurate,NA,NA,NA,NA,NA,table,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
2023-03-21T18:52:57Z,91,I agree,5uiNrHqu6mTH4bBmtS6tG1GE,1.61,1.61,1.673,1,Slightly accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601,0.601,0.768,1,Slightly accurate,1.153,1.153,1.199,1,Slightly accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683,0.683,0.607,1,Slightly accurate,0.549,0.549,0.503,1,Slightly accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583,0.583,0.506,1,Slightly accurate,NA,NA,NA,NA,NA,0.526,0.526,0.578,1,Moderately accurate,NA,NA,NA,NA,NA,1.404,1.404,1.464,1,Moderately accurate,0.944,0.944,0.982,1,Moderately accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832,0.832,0.852,1,Slightly accurate,NA,NA,NA,NA,NA,1.026,1.026,1.062,1,Slightly inaccurate,NA,NA,NA,NA,NA,0.984,0.984,1.005,1,Moderately accurate,0.78,0.78,0.799,1,Very accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617,0.617,0.659,1,Very accurate,1.155,1.155,1.103,1,Moderately accurate,NA,NA,NA,NA,NA,0.904,0.904,0.931,1,Slightly accurate,NA,NA,NA,NA,NA,0.663,0.663,0.604,1,Moderately accurate,NA,NA,NA,NA,NA,0.384,0.384,0.304,1,Slightly accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518,0.518,0.576,1,Slightly accurate,0.589,0.589,0.504,1,Slightly accurate,NA,NA,NA,NA,NA,0.421,0.421,0.477,1,Slightly accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.632,0.632,0.656,1,Slightly accurate,NA,NA,NA,NA,NA,0.448,0.448,0.402,1,Slightly accurate,NA,NA,NA,NA,NA,1.046,1.046,1.106,1,Slightly accurate,0.72,0.72,0.757,1,Slightly accurate,NA,NA,NA,NA,NA,0.881,0.881,0.801,1,Moderately inaccurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.651,0.651,0.608,1,Slightly accurate,NA,NA,NA,NA,NA,0.836,0.836,0.866,1,Moderately accurate,0.674,0.674,0.607,1,Slightly accurate,NA,NA,NA,NA,NA,0.494,0.494,0.406,1,Moderately accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698,0.698,0.603,1,Slightly accurate,2.746,2.746,2.794,1,Slightly accurate,NA,NA,NA,NA,NA,0.582,0.582,0.508,1,Slightly accurate,NA,NA,NA,NA,NA,0.617,0.617,0.646,1,Slightly accurate,NA,NA,NA,NA,NA,0.599,0.599,0.649,1,Slightly accurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835,0.835,0.891,1,Slightly accurate,1.136,1.136,1.201,1,Moderately inaccurate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.323,1.323,1.39,1,Moderately inaccurate,NA,NA,NA,NA,NA,1.674,1.674,1.607,1,Slightly inaccurate,1.205,1.205,1.335,1,Very inaccurate,NA,NA,NA,NA,NA,"Hat, money,",1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA
